"Ranking","Name","Result_m","Announced","Points","Penalties","Date","Place","Country"
3483,"David GARRIGUE ",48,48,48,0,2006-07-01,"Coupe des Calanques 2006","France"
3484,"Naoyuki TOMINAGA ",48,48,48,0,2004-06-27,"2nd Japanese Freediving Championship 2004","Japan"
3485,"Andreas VALETTE ",48,48,48,0,2006-08-19,"Nordic Deep 2006","Sweden"
3486,"Fouad ZARROU ",48,48,48,0,2006-05-27,"Nice Open 2006","Morocco"
3487,"Caroline DEBUISSY ",48,50,45,3,2005-05-28,"CIPA Open of Nice","France"
3488,"Peter BOIVIE ",48,48,48,0,2008-08-20,"Nordic Deep 2008","Sweden"
3489,"Teppo KALLIO ",48,48,48,0,2004-07-31,"Finnish Freediving Championship 2004","Finland"
3490,"Mitja STAMPFER ",48,48,48,0,2008-07-12,"AIDA Freediving RAB OFF","Slovenia"
3491,"Argyris HALIMAS ",48,48,48,0,2005-07-09,"AIDA Hellas 2005 Summer Apnea Games","Greece"
3492,"Jill YONEDA ",48,48,48,0,2008-04-21,"Liquification 2008","Canada"
3493,"Alejandra LOPEZ ",48,58,37,11,2014-05-25,"Caribbean Cup 2014","Mexico"
3494,"Annelie POMPE ",48,70,25,23,2015-04-27,"Suunto Vertical Blue 2015","Sweden"
3495,"Macarena BENITEZ ",48,48,48,0,2011-04-17,"Vertical Blue 2011","Chile"
3496,"Elisabeth Sveen KRISTOFFERSEN ",48,48,48,0,2008-08-20,"Nordic Deep 2008","Norway"
3497,"Per WESTIN ",48,75,20,28,2010-09-26,"Hellenic Freediving Championships 2010","Sweden"
3498,"Robert KING ",48,61,34,14,2008-09-03,"AIDA Team World Championships 2008","United States"
3499,"Timothy MONEY ",48,48,48,0,2007-06-23,"Coupe des Calanques 2007","United Kingdom"
3500,"Warley Resende DE SOUZA ",48,57,38,9,2015-06-17,"DEEPSEA CHALLENGE BONAIRE 2015","Brazil"
3501,"Julie RUSSELL ",48,48,48,0,2007-04-29,"CAFA & USAA cosponsored national with guests","United States"
3502,"Georgina MILLER ",48,48,48,0,2009-06-22,"2nd Mediterranean Freediving Meeting","United Kingdom"
3503,"Georgina MILLER ",48,48,48,0,2010-06-14,"3rd Mediterranean Freediving Meeting","United Kingdom"
3504,"Georgina MILLER ",48,48,48,0,2014-06-15,"7th AIDA Mediterranean World Cup","United Kingdom"
3505,"Georgina MILLER ",48,48,48,0,2015-09-05,"2015 AIDA Depth World Championships Pre competition","United Kingdom"
3506,"Jonérik EKSTRÖM ",48,48,48,0,2014-07-27,"Asikkala Depth Challenge 2014","Finland"
3507,"Yoshio KIMURA ",48,48,48,0,2010-10-11,"11th Manazuru Freediving Classic","Japan"
3508,"Philippe BEAUCHAMP ",48,61,34,14,2010-06-14,"3rd Mediterranean Freediving Meeting","Canada"
3509,"Erin MAGEE ",48,55,40,8,2009-05-27,"PFI Cayman 2009","United States"
3510,"Ken KIRIYAMA ",48,60,35,13,2014-06-12,"Cebu Happy Days Competition","Denmark"
3511,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3512,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3513,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3514,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3515,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3516,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3517,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3518,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3519,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3520,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3521,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3522,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3523,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3524,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3525,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3526,"Masumi SHIBATA ",48,63,32,16,2012-10-20,"Manazuru freediving classic 2012","Japan"
3527,"Christos POLITIS ",48,48,48,0,2012-09-29,"AIDA Hellas, SUMMER APNEA GAMES 2012","Greece"
3528,"Emilia BIALA ",48,48,48,0,2005-09-01,"1st AIDA Individual Constant Weight World Freediving Championship","Poland"
3529,"Emilia BIALA ",48,48,48,0,2008-09-03,"AIDA Team World Championships 2008","Poland"
3530,"Torsten WERNER ",48,48,48,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Germany"
3531,"gabriel TORRE ",48,50,35,13,2014-05-25,"Caribbean Cup 2014","Mexico"
3532,"Karin GEBAUER ",48,55,40,8,2013-09-09,"2013 Kalamata Open","Austria"
3533,"Mitsuhiro KOJIMA ",48,48,48,0,2014-11-01,"15th Manazuru Freediving Classic","Japan"
3534,"Steve BENSON ",48,62,33,15,2013-05-20,"Caribbean Cup 2013","United States"
3535,"Mihalis FILINIS ",48,48,48,0,2015-09-05,"2015 AIDA Depth World Championships Pre competition","Greece"
3536,"Taro OBOSHI ",48,48,48,0,2015-09-11,"2015 AIDA Depth World Championships","Japan"
3537,"Sanae TAKENOUCHI ",48,48,43,5,2012-07-13,"Deep Water Cup 2012 OKINAWA","Japan"
3538,"Tony HELM ",48,48,48,0,2012-09-29,"AIDA Hellas, SUMMER APNEA GAMES 2012","Greece"
3539,"stefanos STEFANI ",48,48,48,0,2014-06-29,"CYPRUS SUMMER GAMES 2014","Cyprus"
3540,"Elisabeth   HUMMEL  ",48,48,48,0,2014-08-23,"Swiss Championship Lake","Germany"
3541,"joe SURMA ",48,48,48,0,2013-10-05,"Deja Blue IV","United States"
3542,"ASHLEIGH BAIRD ",48,48,48,0,2013-10-05,"Deja Blue IV","United States"
3543,"ASHLEIGH BAIRD ",48,48,48,0,2015-05-23,"Caribbean Cup 2015","United States"
3544,"Phil CLAYTON ",48,48,48,0,2013-03-22,"AIDA NZ Depth Nationals","New Zealand"
3545,"Iwan GOJNIK ",48,48,48,0,2015-08-15,"Swiss Championship 2015 Lake of Zurich","Switzerland"
3546,"anton DONEVSKIKH ",48,57,38,10,2014-05-15,"Russian National","Russian Federation"
3547,"yoann ARGENTIER ",48,48,48,0,2014-11-09,"Out In The Blue","France"
3548,"Jurgen GREEF ",48,48,48,0,2003-04-04,"South Africa National Freediving Championship 2003","South Africa"
3549,"Sheila DU TOIT ",48,48,48,0,2003-04-04,"South Africa National Freediving Championship 2003","South Africa"
3550,"Hellen GARNER ",48,48,48,0,2006-12-09,"5th AIDA Freediving Team World Championship","South Africa"
3551,"Hanli PRINSLOO ",48,48,48,0,2010-09-26,"Triple Depth 2010","South Africa"
3552,"ahmed ABBAS ",48,48,48,0,2012-10-20,"TRIPLE DEPTH 2012","International"
3553,"Chris CHEUNG ",48,48,48,0,2013-10-30,"One Breath Jamboree","Hong Kong"
3554,"Carmelo Franco NAVARRO ",48,48,48,0,2015-05-02,"Freedive Panglao Depth Challenge 2015","Philippines"
3555,"Chris MARSHALL ",48,54,47,1,2016-03-18,"Fluid Freediving New Zealand Depth Nations 2016","New Zealand"
3556,"Misuzu OKAMOTO ",48,89,47,1,2016-04-22,"Vertical Blue 2016","Japan"
3557,"Tomas Jonsson ",48,51,44,4,2013-04-22,"Blue Hole Festival Competition","Sweden"
3558,"Yiorgos Mitropoulos ",48,48,48,0,2007-10-07,"Summer Apnea Games 2007 - In Memory of Dimitris Vassilakis","Greece"
3559,"Adriana Buechner de Freitas Brandao ",48,48,48,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
3560,"Adriana Buechner de Freitas Brandao ",48,48,48,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
3561,"Adriana Buechner de Freitas Brandao ",48,48,48,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
3562,"Michael Lafrancesca ",47,47,47,0,2016-04-30,"Freedive Panglao Depth Challenge","France"
3563,"vered dekel ",47,47,47,0,2016-09-23,"Free 2 be","Israel"
3564,"Nick FAZAH ",47,78,15,32,2013-11-09,"Vertical Blue 2013","United States"
3565,"Gustavo BUSS ",47,47,47,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
3566,"Gustavo BUSS ",47,47,47,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
3567,"Yoshiro KONNO ",47,60,33,14,2008-09-03,"AIDA Team World Championships 2008","Japan"
3568,"Yoshiro KONNO ",47,60,33,14,2011-09-15,"AIDA Individual Depth World Championship 2011","Japan"
3569,"Laura TUOMINEN ",47,47,47,0,2004-06-14,"BIOS Freeology Open Classic 2004","Finland"
3570,"Anne-Marie KITCHEN-WHEELER ",47,47,47,0,2006-12-09,"5th AIDA Freediving Team World Championship","United Kingdom"
3571,"Olivier HAUG ",47,47,47,0,2003-09-05,"Heart of Europe - 2nd Carinthian Freediving International","Germany"
3572,"Peter Smed JENSEN ",47,52,47,0,2003-08-02,"3rd Danish Freediving Championship 2003","Denmark"
3573,"Dimitris LIPANTETZOGLOU ",47,0,47,0,2002-07-27,"Greek Freediving Championship 2002","Greece"
3574,"Hannah STACEY ",47,47,47,0,2004-08-12,"4th AIDA Freediving World Championship by team","United Kingdom"
3575,"Hannah STACEY ",47,47,47,0,2006-12-09,"5th AIDA Freediving Team World Championship","United Kingdom"
3576,"Jade LEUTENEGGER ",47,47,47,0,2004-10-09,"CAFA Western Regional Competition","Canada"
3577,"Jade LEUTENEGGER ",47,47,47,0,2006-07-14,"CAFA National Freediving Championships","Canada"
3578,"Aurore ASSO ",47,47,47,0,2004-05-06,"4ème Manche Coupe d AIDA France 2004","France"
3579,"Erik MILLES ",47,55,38,9,2013-08-01,"Swedish Championship in depth","Sweden"
3580,"Johan THELAUS ",47,50,43,4,2009-08-13,"Nordic Deep 2009","Sweden"
3581,"Marcus GREATWOOD ",47,47,47,0,2012-11-11,"2012 Pressure Seekers","United Kingdom"
3582,"Junko KITAHAMA ",47,58,0,0,2009-09-26,"Guys and Gals in Paradise","Japan"
3583,"Junko KITAHAMA ",47,62,31,16,2012-08-20,"AIDA Red Sea World Cup","Japan"
3584,"Cyril PAULET ",47,47,47,0,2006-07-01,"Coupe des Calanques 2006","France"
3585,"Patrick PREISIG ",47,47,47,0,2004-08-12,"4th AIDA Freediving World Championship by team","New Zealand"
3586,"Kevin BUSSCHER ",47,47,47,0,2004-08-12,"4th AIDA Freediving World Championship by team","United States"
3587,"Iru BALIC ",47,47,47,0,2010-07-25,"Campeonato Nacional de Apnea Profunda 2010","Venezuela"
3588,"Nathan WATTS ",47,55,38,9,2005-05-27,"The Kona Freedive Invitational","Australia"
3589,"Nikos PSARAKIS ",47,47,47,0,2006-09-09,"AIDA Hellas 2006 Summer Apnea Games","Greece"
3590,"Panagiota BALANOU ",47,47,37,10,2006-09-09,"AIDA Hellas 2006 Summer Apnea Games","Greece"
3591,"Jill YONEDA ",47,47,47,0,2007-04-29,"CAFA & USAA cosponsored national with guests","Canada"
3592,"Natassa FRAGOULI ",47,47,47,0,2006-12-09,"5th AIDA Freediving Team World Championship","Greece"
3593,"Vedrana VIDOVIC ",47,47,47,0,2009-07-03,"Rab Dive Off 2009","Croatia"
3594,"Ales SELISKAR ",47,47,37,10,2006-07-01,"Coupe des Calanques 2006","Slovenia"
3595,"Benjamin NOBLE ",47,47,47,0,2007-07-29,"SaltFree Double Dip","Australia"
3596,"Landaeta WALTER ",47,47,47,0,2006-09-09,"1st National Deep Apnea","Venezuela"
3597,"Ricardo DE GAMA BAHIA ",47,47,47,0,2006-09-09,"1st National Deep Apnea","Brazil"
3598,"Sanne H. K. RASMUSSEN ",47,50,43,4,2007-10-27,"4th AIDA Individual World Championship","Denmark"
3599,"Kasper MOTH-POULSEN ",47,53,40,7,2008-08-20,"Nordic Deep 2008","Denmark"
3600,"Georgina MILLER ",47,47,47,0,2009-04-03,"Vertical Blue 2009","United Kingdom"
3601,"Georgina MILLER ",47,49,44,3,2009-04-03,"Vertical Blue 2009","United Kingdom"
3602,"Georgina MILLER ",47,47,47,0,2010-04-29,"Bizzy Blue Hole 2010","United Kingdom"
3603,"Georgina MILLER ",47,47,47,0,2012-08-20,"AIDA Red Sea World Cup","United Kingdom"
3604,"Georgina MILLER ",47,50,43,4,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","United Kingdom"
3605,"Georgina MILLER ",47,47,47,0,2013-09-09,"2013 Kalamata Open","United Kingdom"
3606,"Georgina MILLER ",47,47,47,0,2014-08-25,"2014 AIDA EuroCup","United Kingdom"
3607,"Georgina MILLER ",47,50,43,4,2015-09-05,"2015 AIDA Depth World Championships Pre competition","United Kingdom"
3608,"Andreas DIMITROU ",47,50,43,4,2008-09-28,"AIDA Hellas Depth Event 2008","Cyprus"
3609,"Yuki MUTO ",47,47,47,0,2013-07-06,"5th Ebisu Cup Mugen Freedibing competition 2013","Japan"
3610,"Reiko ASAKURA ",47,47,47,0,2012-07-13,"Deep Water Cup 2012 OKINAWA","Japan"
3611,"Yasushi OKAWA ",47,47,47,0,2009-07-17,"Deep Water Cup Okinawa 2009","Japan"
3612,"Philippe BEAUCHAMP ",47,47,47,0,2012-08-11,"Canadian Nationals Depth Competition","Canada"
3613,"Jana OUJEZDSKA ",47,47,47,0,2010-04-29,"Bizzy Blue Hole 2010","Czech Republic"
3614,"Alejandro GUEDEZ ",47,47,47,0,2009-08-28,"Campeonato Nacional de Profundidad 2009","Venezuela"
3615,"Jasmine BASTOW ",47,47,47,0,2010-04-22,"Freedive Paradise 2010","Australia"
3616,"Ken KIRIYAMA ",47,59,35,12,2014-06-07,"Freedive Paradise 2014","Denmark"
3617,"Natalie DODUC ",47,47,47,0,2013-09-09,"2013 Kalamata Open","Canada"
3618,"Gregory BOREL ",47,47,47,0,2012-06-06,"5th Mediterranean World Cup","France"
3619,"Gregory BOREL ",47,47,47,0,2012-06-06,"5th Mediterranean World Cup","France"
3620,"Doris Hovermann ",47,47,47,0,2014-07-05,"NAUTICA Cool Down 2014","Germany"
3621,"Rodolfo ROBATTI ",47,47,47,0,2014-08-23,"Swiss Championship Lake","Switzerland"
3622,"Abundio RONQUILLO MIGUEL ",47,47,47,0,2008-06-20,"AIDA Mexico Xibalba 2008","Mexico"
3623,"Anne HAVE RASMUSSEN ",47,47,47,0,2014-08-27,"2014 Danish hampionships","Denmark"
3624,"Pia GERHARDT ",47,47,47,0,2012-11-11,"2012 Pressure Seekers","Germany"
3625,"Tatiana ZEMSKIKH ",47,47,47,0,2013-04-25,"Russian National Open","Russian Federation"
3626,"Erki ENKVIST ",47,47,47,0,2013-08-01,"Swedish Championship in depth","Estonia"
3627,"Kerry HOLLOWELL ",47,61,32,15,2012-05-04,"Deja Blue 3","United States"
3628,"Kerry HOLLOWELL ",47,61,32,15,2012-05-04,"Deja Blue 3","United States"
3629,"Kerry HOLLOWELL ",47,61,32,15,2012-05-04,"Deja Blue 3","United States"
3630,"Steve BENSON ",47,50,43,4,2014-05-25,"Caribbean Cup 2014","United States"
3631,"Sanae TAKENOUCHI ",47,47,47,0,2012-07-13,"Deep Water Cup 2012 OKINAWA","Japan"
3632,"Gustavo BUSS ",47,47,47,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
3633,"Amber BOURKE ",47,55,38,9,2015-08-27,"Australian Depth National Championship","Australia"
3634,"Sofia Uribe GOMEZ ",47,47,42,5,2013-05-20,"Caribbean Cup 2013","Colombia"
3635,"JOHN HULLVERSON ",47,47,47,0,2013-10-05,"Deja Blue IV","United States"
3636,"Sebastien DELELEE ",47,47,47,0,2014-06-12,"Nice Abyss Contest 2014","France"
3637,"Dan KOVAL ",47,60,33,14,2014-06-07,"Freedive Paradise 2014","United States"
3638,"Red FISHER ",47,52,41,6,2005-11-26,"FDI National Freediving Competition","South Africa"
3639,"Herman CREMER ",47,0,47,0,2002-03-31,"FSA SUUNTO SA Freediving Championships 2002","South Africa"
3640,"Hyeryong KIM ",47,47,47,0,2015-05-02,"Freedive Panglao Depth Challenge 2015","Korea, Republic of"
3641,"Frank PERNETT ",47,47,47,0,2015-11-19,"COPA AIDA DELPHINUS","Colombia"
3642,"Tadahiro KOBAYASHI ",46,65,27,19,2016-07-23,"Okinawa Freediving Cup 2016","Japan"
3643,"Elisabeth   HUMMEL  ",46,50,41,5,2016-09-16,"Team World Championship","Germany"
3644,"Warley SOUZA ",46,50,36,6,2016-09-04,"BONAIRE DEEPSEA CHALLENGE","Brazil"
3645,"inge VERBRUGGEN ",46,46,46,0,2016-11-03,"Red C cup","Belgium"
3646,"Anna-Marie CHRISTIANSEN ",46,46,46,0,2016-04-30,"Freedive Panglao Depth Challenge","Denmark"
3647,"Mitsuhiro KOJIMA ",46,55,36,0,2016-04-30,"Freedive Panglao Depth Challenge","Japan"
3648,"Mark Jory ",46,55,36,9,2016-03-18,"Fluid Freediving New Zealand Depth Nations 2016","New Zealand"
3649,"Timothy Oehmigen ",46,93,0,0,2016-07-24,"Freedive Panglao July Minicompetition","Germany"
3650,"Kerstin MATTES ",46,0,46,0,2001-01-01,"Compiled rankings for year 2001","Germany"
3651,"Yasemin DALKILIC ",46,0,46,0,1999-01-01,"Compiled rankings for year 1999","Turkey"
3652,"Brigitte BANEGAS ",46,0,46,0,2001-01-01,"Compiled rankings for year 2001","France"
3653,"Brigitte BANEGAS ",46,49,46,0,2003-05-29,"Sony Freediver Open Classic 2003","France"
3654,"Brigitte BANEGAS ",46,50,41,5,2005-07-01,"Coupe des Calanques 2005","France"
3655,"Brigitte BANEGAS ",46,46,46,0,2009-09-16,"Nice Abyss Contest","France"
3656,"Scott CAMPBELL ",46,0,46,0,2002-10-31,"AIDA Pacific Cup 2002","United States"
3657,"Sophie PASSALAQUA ",46,0,46,0,2000-01-01,"Compiled rankings for year 2000","France"
3658,"Georges BRYAN-ORR ",46,46,36,10,2003-05-29,"Sony Freediver Open Classic 2003","United Kingdom"
3659,"Jessica WILSON ",46,46,46,0,2004-06-14,"BIOS Freeology Open Classic 2004","United States"
3660,"Manuela ACCO ",46,0,46,0,2001-01-01,"Compiled rankings for year 2001","Italy"
3661,"Melitta ADANY ",46,0,46,0,2001-01-01,"Compiled rankings for year 2001","Croatia"
3662,"Megumi MATSUMOTO ",46,46,46,0,2003-09-13,"1st Japan Freediving Championship 2003","Japan"
3663,"Megumi MATSUMOTO ",46,46,46,0,2008-06-28,"Okinawa Freediving Cup 2008","Japan"
3664,"Sascha DENCH ",46,0,46,0,2002-10-31,"AIDA Pacific Cup 2002","Australia"
3665,"Peter SCOTT ",46,61,30,16,2009-07-25,"Canadian Depth Nationals 2009","Canada"
3666,"Timo JATTU ",46,63,34,12,2003-08-02,"3rd Danish Freediving Championship 2003","Denmark"
3667,"Markos TIPLALEXIS ",46,50,46,0,2008-06-29,"AIDA HELLAS SUMMER APNEA GAMES 2008 PART I","Greece"
3668,"Ulrich WULFF ",46,52,39,7,2008-04-18,"Bizzy blue hole 2008","Germany"
3669,"Massimo ROMANO ",46,0,46,0,2002-10-31,"AIDA Pacific Cup 2002","Switzerland"
3670,"Lotta ERICSON ",46,53,44,2,2004-07-22,"Swedish Freediving Championship 2004","Sweden"
3671,"Jade LEUTENEGGER ",46,46,46,0,2005-09-01,"1st AIDA Individual Constant Weight World Freediving Championship","Canada"
3672,"Kevin PENGELLY ",46,0,46,0,2002-10-31,"AIDA Pacific Cup 2002","United Kingdom"
3673,"Heidi HEIDENREICH ",46,46,46,0,2006-06-04,"Triple Depth 2006","Germany"
3674,"Victor QUANDOS ",46,46,46,0,2004-06-14,"BIOS Freeology Open Classic 2004","Sweden"
3675,"Cyril PAULET ",46,46,46,0,2006-05-27,"Nice Open 2006","France"
3676,"Iru BALIC ",46,46,46,0,2005-05-14,"Venezuela Freediving Championship","Venezuela"
3677,"Nikos PSARAKIS ",46,50,46,0,2009-07-12,"1st Kretan Depth Competition 2009","Greece"
3678,"Ambar PERALTA ",46,46,46,0,2006-12-09,"5th AIDA Freediving Team World Championship","Venezuela"
3679,"Jill YONEDA ",46,46,46,0,2008-09-03,"AIDA Team World Championships 2008","Canada"
3680,"Bettina WOLFER ",46,46,46,0,2009-07-25,"Swiss Depth Championship 2009","Switzerland"
3681,"Miguelangel HERNÀNDEZ ",46,46,46,0,2006-05-26,"National Individual Championships 2006","Venezuela"
3682,"Timothy MONEY ",46,46,46,0,2007-07-29,"SaltFree Double Dip","United Kingdom"
3683,"Felipe DE LIZ MARTINS ",46,46,46,0,2006-09-09,"1st National Deep Apnea","Brazil"
3684,"Marko ARSENIJEVIC ",46,46,36,10,2008-09-03,"AIDA Team World Championships 2008","Serbia"
3685,"Kasper MOTH-POULSEN ",46,46,46,0,2008-05-03,"Hemmoor sub-max 2008","Denmark"
3686,"Georgina MILLER ",46,46,46,0,2010-06-14,"3rd Mediterranean Freediving Meeting","United Kingdom"
3687,"Georgina MILLER ",46,46,46,0,2012-06-06,"5th Mediterranean World Cup","United Kingdom"
3688,"Georgina MILLER ",46,46,46,0,2014-06-15,"7th AIDA Mediterranean World Cup","United Kingdom"
3689,"Angela AMBROSI ",46,46,46,0,2007-10-21,"Triple Depth","Italy"
3690,"Philippe BEAUCHAMP ",46,58,33,13,2009-06-22,"2nd Mediterranean Freediving Meeting","Canada"
3691,"Cristina KÜMMEL ",46,46,46,0,2009-12-03,"5th AIDA Individual World Championship 2009","Denmark"
3692,"Jana OUJEZDSKA ",46,46,46,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Czech Republic"
3693,"Maria Teresa SOLOMONS ",46,62,29,17,2010-07-06,"7th AIDA Team World Championship 2010","United Kingdom"
3694,"Pavel ŠULESKI ",46,46,46,0,2008-07-12,"AIDA Freediving RAB OFF","Croatia"
3695,"Julie BISALLION ",46,46,46,0,2009-05-27,"PFI Cayman 2009","Canada"
3696,"Barbara HÜGLI ",46,46,46,0,2012-09-09,"World Championship 2012","Switzerland"
3697,"Bjarte NYGARD ",46,46,46,0,2008-08-20,"Nordic Deep 2008","Norway"
3698,"Sam BARNES ",46,46,46,0,2014-03-21,"Dive Wellington/Beuchat New Zealand Freediving National Depth Championships","Australia"
3699,"Konrad WOJNAR ",46,46,46,0,2009-07-27,"Crystal Clear Water Competition 2009","Poland"
3700,"Erin MAGEE ",46,46,46,0,2009-05-27,"PFI Cayman 2009","United States"
3701,"Rustem ISHMURZIN ",46,46,41,5,2012-05-08,"FDD Russian Open","Russian Federation"
3702,"Stavros CHRISTOFILOPOULOS ",46,46,41,5,2009-09-13,"AIDA Hellas Freediving Championship 2009","Greece"
3703,"Gregoire FOLLY ",46,46,46,0,2013-08-24,"Swiss Championship Lake","Switzerland"
3704,"Ron SMITH ",46,46,46,0,2010-04-22,"Freedive Paradise 2010","United States"
3705,"Ron SMITH ",46,46,46,0,2012-09-09,"World Championship 2012","United States"
3706,"Ralf WISSEL ",46,46,46,0,2010-04-29,"Bizzy Blue Hole 2010","Germany"
3707,"Doris Hovermann ",46,46,46,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Germany"
3708,"Lena JOVANOVIC ",46,46,46,0,2010-06-29,"AIDA Mexico Xibalba 2010","Serbia"
3709,"Gabriele SATTO ",46,46,41,5,2010-08-21,"Swiss Depth Championship 2010","Italy"
3710,"Rodrigo DIAZ ",46,46,41,5,2010-07-25,"Campeonato Nacional de Apnea Profunda 2010","Venezuela"
3711,"Vassili BAIDALA ",46,46,46,0,2010-09-26,"Triple Depth 2010","Estonia"
3712,"Jenna MCGRATH ",46,46,46,0,2012-05-04,"Deja Blue 3","United States"
3713,"Elisabeth MATTES ",46,46,46,0,2013-05-20,"Caribbean Cup 2013","Austria"
3714,"Emilia BIALA ",46,46,46,0,2006-12-09,"5th AIDA Freediving Team World Championship","Poland"
3715,"Emilia BIALA ",46,46,45,1,2009-07-25,"Swiss Depth Championship 2009","Poland"
3716,"Emilia BIALA ",46,46,46,0,2011-07-10,"Swiss Championship lake","Poland"
3717,"Stefan RANDIG ",46,85,6,40,2012-05-30,"FDD LAST CHANCE WC QUALIFYING COMP  (sta+dyn+cwt)","Germany"
3718,"Kattie LUSSIER ",46,46,46,0,2010-06-14,"3rd Mediterranean Freediving Meeting","Canada"
3719,"Jennifer BALFOUR ",46,46,46,0,2010-06-06,"CAFA Western Regional Competition 2010","Canada"
3720,"Jennifer BALFOUR ",46,52,46,0,2013-10-05,"Deja Blue IV","Canada"
3721,"Mads BOESEN ",46,46,46,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Denmark"
3722,"Elisabeth HUMMEL ",46,46,46,0,2013-08-24,"Swiss Championship Lake","Germany"
3723,"Danai VARVERI ",46,46,46,0,2014-09-27,"Summer Apnea Games 2014","Greece"
3724,"Christian FOETINGER ",46,46,46,0,2012-09-09,"World Championship 2012","Austria"
3725,"Anne HAVE RASMUSSEN ",46,46,46,0,2014-09-19,"AIDA Team World Championships 2014","Denmark"
3726,"gabriel TORRE ",46,46,41,5,2014-05-25,"Caribbean Cup 2014","Mexico"
3727,"Andreas KOERBER ",46,46,46,0,2012-05-30,"FDD LAST CHANCE WC QUALIFYING COMP  (sta+dyn+cwt)","Austria"
3728,"Liza YAKUBUK ",46,46,46,0,2013-09-09,"2013 Kalamata Open","Israel"
3729,"Johan NIELSEN ",46,46,46,0,2012-05-30,"FDD LAST CHANCE WC QUALIFYING COMP  (sta+dyn+cwt)","Denmark"
3730,"Donya AMER ",46,46,46,0,2013-11-09,"Vertical Blue 2013","Germany"
3731,"lopez ALEJANDRA ",46,46,46,0,2011-07-16,"xibalba 2011","Mexico"
3732,"CLAIRE PARIS ",46,46,46,0,2013-10-05,"Deja Blue IV","United States"
3733,"BOY ROOZENDAAL ",46,58,33,13,2015-06-17,"DEEPSEA CHALLENGE BONAIRE 2015","Netherlands"
3734,"Wanping WANG ",46,46,46,0,2014-09-11,"Freedive Panglao Depth Challenge","China"
3735,"Markus HOPPE ",46,46,46,0,2015-08-15,"Swiss Championship 2015 Lake of Zurich","Germany"
3736,"Jeff GRACE ",46,46,46,0,2015-08-21,"Freedive Paradise 2015","United States"
3737,"Kiwamu TOMITA ",46,46,46,0,2003-09-13,"1st Japan Freediving Championship 2003","Japan"
3738,"Volkmar FISCHER ",46,0,46,0,2002-03-31,"FSA SUUNTO SA Freediving Championships 2002","South Africa"
3739,"marwan HARIRI ",46,46,46,0,2012-10-20,"TRIPLE DEPTH 2012","International"
3740,"Edgardo ANDRADE ",46,46,41,5,2014-05-25,"Caribbean Cup 2014","Honduras"
3741,"Adriana Gabriela BANTU-DINU ",46,46,46,0,2014-10-05,"DEPTH GAMES 2014","Romania"
3742,"Carmelo Franco NAVARRO ",46,53,38,8,2015-05-23,"S.E.A. Freediving Challenge","Philippines"
3743,"Konstantinos AFXENTIOU ",46,46,46,0,2015-10-18,"AIDA CYPRUS DEPTH GAMES 2015","Cyprus"
3744,"Mark Jory ",46,55,45,1,2016-03-18,"Fluid Freediving New Zealand Depth Nations 2016","New Zealand"
3745,"Luke Maillis ",46,46,46,0,2016-04-22,"Vertical Blue 2016","Bahamas"
3746,"Mikkel BRANTH ",45,45,45,0,2016-09-16,"Team World Championship","Denmark"
3747,"Thomas GILMORE ",45,45,45,0,2016-09-16,"Team World Championship","United States"
