"Ranking","Name","Result_m","Announced","Points","Penalties","Date","Place","Country"
1128,"Marina KAZANKOVA ",40,40,40,0,2014-05-25,"Caribbean Cup 2014","Russian Federation"
1129,"Catherine CHARNLEY ",40,40,0,40,2014-03-21,"Dive Wellington/Beuchat New Zealand Freediving National Depth Championships","Australia"
1130,"CLAIRE PARIS ",40,40,40,0,2014-05-11,"Deja Blue V","United States"
1131,"RICARDO PARIS ",40,40,40,0,2013-10-05,"Deja Blue IV","United States"
1132,"Phil CLAYTON ",40,40,40,0,2014-03-21,"Dive Wellington/Beuchat New Zealand Freediving National Depth Championships","New Zealand"
1133,"mandy SUMNER ",40,47,32,8,2015-09-05,"2015 AIDA Depth World Championships Pre competition","United States"
1134,"Shelby EISENBERG ",40,40,40,0,2015-05-11,"Deja Blue VI","United States"
1135,"Helena BOURDILLON ",40,40,40,0,2014-10-14,"Triple Depth","United Kingdom"
1136,"Wenjie LU ",40,40,40,0,2015-05-11,"Deja Blue VI","China"
1137,"Andrew MIRAMONTES ",40,40,40,0,2015-05-11,"Deja Blue VI","United States"
1138,"aliaksandr BOBRYSHAV ",40,40,40,0,2015-05-13,"Russian National Open","Belarus"
1139,"David VELASQUEZ ",40,46,33,7,2015-06-06,"NIRVANA OCEANQUEST","Colombia"
1140,"David VELASQUEZ ",40,46,33,7,2015-06-06,"NIRVANA OCEANQUEST","Colombia"
1141,"Hellen GARNER ",40,40,40,0,2007-09-07,"1st Annual Thermocline Free Dahab Invitational","South Africa"
1142,"Anthony LATIMER ",40,40,40,0,2014-06-21,"Little Blue Hole Competition","South Africa"
1143,"Gun Hee LEE ",40,40,40,0,2014-07-26,"Freedive Panglao July Minicompetition","Korea, Republic of"
1144,"Diego SAAVEDRA ",40,40,40,0,2015-05-23,"Caribbean Cup 2015","Chile"
1145,"Edgardo ANDRADE ",40,40,40,0,2015-05-23,"Caribbean Cup 2015","Honduras"
1146,"Yarob BASHRAHEEL ",40,40,40,0,2015-10-01,"Triple Depth","Saudi Arabia"
1147,"Marianna KRUPNITSKAYA ",40,40,40,0,2015-12-19,"II Oceansoul Lanzarote Freediving","Russian Federation"
1148,"Lena JOVANOVIC ",40,40,0,0,2016-04-22,"Vertical Blue 2016","Serbia"
1149,"Marianna KRUPNITSKAYA ",40,40,40,0,2015-12-19,"II Oceansoul Lanzarote Freediving","Russian Federation"
1150,"Igor DEMCHISHIN ",40,40,40,0,2016-05-18,"Russian Open National Championship","Russian Federation"
1151,"Igor DEMCHISHIN ",40,40,40,0,2016-05-18,"Russian Open National Championship","Russian Federation"
1152,"Piotr Ławrynowicz ",40,40,40,0,2015-10-01,"Triple Depth","Poland"
1153,"Kathryn Nevatt ",40,47,32,8,2009-04-03,"Vertical Blue 2009","New Zealand"
1154,"Sofia Tapani ",40,40,40,0,2013-08-01,"Swedish Championship in depth","Sweden"
1155,"Emmelie Alm ",40,40,40,0,2015-09-11,"2015 AIDA Depth World Championships","Sweden"
1156,"Junko KITAHAMA ",39,54,39,0,2010-05-11,"PFI Deja Blue 2010","Japan"
1157,"Natalia AVSEENKO ",39,50,27,12,2007-04-03,"Freedive Dahab - CWT/CNF Challenge","Russian Federation"
1158,"Daan VERHOEVEN ",39,50,27,12,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Netherlands"
1159,"Ilka MICHAELIS ",39,43,34,5,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Germany"
1160,"Giorgos SAKKAS ",39,64,13,26,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Greece"
1161,"Ben WEISS ",39,42,36,3,2014-05-11,"Deja Blue V","United States"
1162,"Ken KIRIYAMA ",39,53,24,15,2014-11-18,"Freediving World Competition","Denmark"
1163,"gabriel TORRE ",39,39,39,0,2014-05-25,"Caribbean Cup 2014","Mexico"
1164,"Frida LEMUS ",39,39,39,0,2014-05-25,"Caribbean Cup 2014","Mexico"
1165,"mandy SUMNER ",39,50,27,12,2015-09-05,"2015 AIDA Depth World Championships Pre competition","United States"
1166,"Shuichi  Goto ",39,47,30,9,2015-09-11,"2015 AIDA Depth World Championships","Japan"
1167,"Vladimir FEDOTOV ",38,38,38,0,2016-10-23,"AIDA CYPRUS depth games 2016.","International"
1168,"JiSu LEE ",38,38,38,0,2016-04-30,"Freedive Panglao Depth Challenge","Korea, Republic of"
1169,"Ícaro do Valle ",38,38,38,0,2016-06-04,"Nirvana Oceanquest Competition","Brazil"
1170,"Mandy-Rae CRUICKSHANK ",38,38,38,0,2014-05-11,"Deja Blue V","Canada"
1171,"Karla MENDEZ ",38,38,38,0,2013-10-05,"Deja Blue IV","Venezuela"
1172,"Lotta ERICSON ",38,38,38,0,2004-11-29,"Sinai Last Chance 1-6","Sweden"
1173,"Mark HARRIS ",38,38,38,0,2005-11-05,"Triple Depth - Freedive Dahab","United Kingdom"
1174,"Khris GATTOS-LINO ",38,38,38,0,2005-07-09,"AIDA Hellas 2005 Summer Apnea Games","Greece"
1175,"Tobias NILSSON ",38,38,38,0,2006-08-19,"Nordic Deep 2006","Sweden"
1176,"Olga SURYKOVA ",38,38,38,0,2011-06-23,"Triple Depth 2011","Russian Federation"
1177,"Daan VERHOEVEN ",38,44,31,7,2007-08-14,"Nordic Deep with Six Competitions in One","Netherlands"
1178,"Hisashi FUKUI ",38,38,38,0,2008-08-10,"Deepwater Okinawa Cup 2008","Japan"
1179,"Timothy MONEY ",38,38,38,0,2013-09-07,"AIDA Hellas SUMMER APNEA GAMES 2013","United Kingdom"
1180,"Anna VON BOETTICHER ",38,38,38,0,2007-10-27,"4th AIDA Individual World Championship","Germany"
1181,"Valentin KUZNETSOV ",38,38,38,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Ukraine"
1182,"Cristina KÜMMEL ",38,44,31,7,2009-12-03,"5th AIDA Individual World Championship 2009","Denmark"
1183,"Nobuaki MATSUHASHI ",38,38,38,0,2007-10-27,"4th AIDA Individual World Championship","Japan"
1184,"David CIZEK ",38,38,38,0,2008-04-18,"Bizzy blue hole 2008","Czech Republic"
1185,"Kazuo AOYAMA ",38,38,38,0,2012-11-04,"Apnea Academy 2012 official competition","Japan"
1186,"Florian GERAULT ",38,38,38,0,2009-09-16,"Nice Abyss Contest","France"
1187,"Carla HANSON ",38,38,38,0,2009-05-27,"PFI Cayman 2009","United States"
1188,"Ben WEISS ",38,47,28,10,2012-05-04,"Deja Blue 3","United States"
1189,"Mike BENKE ",38,38,38,0,2012-05-27,"UK BFA Depth Championships","Hungary"
1190,"Stavros CHRISTOFILOPOULOS ",38,38,38,0,2009-09-13,"AIDA Hellas Freediving Championship 2009","Greece"
1191,"Valery CHUFAROV ",38,38,38,0,2013-04-25,"Russian National Open","Russian Federation"
1192,"Julia MOUCE ",38,38,38,0,2011-06-23,"Triple Depth 2011","Argentina"
1193,"Drutten NYGREN ",38,38,38,0,2012-02-09,"Andaman 2012 Freediving Competition","Sweden"
1194,"Chris CRAWSHAW ",38,38,38,0,2012-05-27,"UK BFA Depth Championships","United Kingdom"
1195,"Conny FRIESENDORF ",38,38,38,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Germany"
1196,"Leif CORNELISSEN ",38,38,38,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Germany"
1197,"Karin GEBAUER ",38,38,38,0,2013-06-23,"FREEDIVE DAHAB / BLUE IMMERSION June minicomp","Austria"
1198,"Mihalis FILINIS ",38,38,38,0,2014-08-13,"Arab League Championship","Greece"
1199,"Mihalis FILINIS ",38,38,38,0,2015-08-16,"Cartoon Freedivers minicomp","Greece"
1200,"Frida LEMUS ",38,38,38,0,2013-11-09,"Vertical Blue 2013","Mexico"
1201,"BOY ROOZENDAAL ",38,38,38,0,2015-06-17,"DEEPSEA CHALLENGE BONAIRE 2015","Netherlands"
1202,"Benjamin BOEHME ",38,38,38,0,2015-10-01,"Triple Depth","Germany"
1203,"Jonathan CHONG ",38,38,38,0,2014-03-21,"Dive Wellington/Beuchat New Zealand Freediving National Depth Championships","Singapore"
1204,"Mohd Azam ABDUL HAMID ",38,38,38,0,2015-03-05,"Andaman Freediving challenge","Malaysia"
1205,"Shuichi  Goto ",38,38,38,0,2012-08-13,"Apnea Academy 2012 official competition in Tago","Japan"
1206,"Sofia Tapani ",38,47,28,10,2010-08-14,"Nordic Deep 2010","Sweden"
1207,"Tsukasa KIMURA ",37,37,37,0,2016-09-22,"Freedive Panglao September Minicomp","Japan"
1208,"Maarten BOON ",37,37,37,0,2016-09-04,"BONAIRE DEEPSEA CHALLENGE","Netherlands"
1209,"Luis FARINA ",37,37,37,0,2016-09-04,"BONAIRE DEEPSEA CHALLENGE","Spain"
1210,"Diego SAAVEDRA ",37,41,32,0,2016-06-04,"Nirvana Oceanquest Competition","Chile"
1211,"Andy GÜLDNER ",37,37,37,0,2005-11-05,"Triple Depth - Freedive Dahab","Germany"
1212,"Iru BALIC ",37,37,37,0,2013-05-20,"Caribbean Cup 2013","Venezuela"
1213,"Benjamin NOBLE ",37,37,37,0,2007-07-29,"SaltFree Double Dip","Australia"
1214,"Luis DELGADO ",37,37,37,0,2007-10-27,"4th AIDA Individual World Championship","Venezuela"
1215,"Aristides IOANNIDIS ",37,46,27,10,2007-07-15,"AIDA Hellas Summer Event 2007","Greece"
1216,"Daan VERHOEVEN ",37,42,31,6,2006-08-19,"Nordic Deep 2006","Netherlands"
1217,"Aristidis EFSTATHIOU ",37,37,37,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Germany"
1218,"Vassilis KALOGEROPOULOS  ",37,37,37,0,2008-06-29,"AIDA HELLAS SUMMER APNEA GAMES 2008 PART I","Greece"
1219,"Carla HANSON ",37,37,37,0,2011-04-17,"Vertical Blue 2011","United States"
1220,"Valery CHUFAROV ",37,37,37,0,2014-05-15,"Russian National","Russian Federation"
1221,"Gregoire FOLLY ",37,40,33,4,2011-06-23,"Triple Depth 2011","Switzerland"
1222,"Simon BENNETT ",37,37,37,0,2011-04-17,"Vertical Blue 2011","Chile"
1223,"Mihalis FILINIS ",37,37,37,0,2013-10-21,"Triple Depth","Greece"
1224,"anton DONEVSKIKH ",37,37,37,0,2014-05-15,"Russian National","Russian Federation"
1225,"carlos LOPEZ ",37,37,37,0,2014-05-25,"Caribbean Cup 2014","Mexico"
1226,"Romain HINFRAY ",37,37,37,0,2015-06-20,"Nice Abyss Contest 2015","France"
1227,"MÃ¤kijussila KRISTIAN  ",37,37,37,0,2015-08-23,"Asikkala Depth Challenge 2015","Finland"
1228,"Anthony LATIMER ",37,37,37,0,2011-06-23,"Triple Depth 2011","South Africa"
1229,"Beata GRICKEVICH ",37,37,37,0,2013-06-23,"FREEDIVE DAHAB / BLUE IMMERSION June minicomp","Latvia"
1230,"ALI DERYVVIS ",37,37,37,0,2015-10-18,"AIDA CYPRUS DEPTH GAMES 2015","Cyprus"
1231,"Luke Maillis ",37,37,37,0,2016-04-22,"Vertical Blue 2016","Bahamas"
1232,"Ricardo MONTANS ",36,61,10,0,2016-06-04,"Nirvana Oceanquest Competition","Argentina"
1233,"CHANGEUNG PARK ",36,36,36,0,2016-11-03,"Red C cup","Korea, Republic of"
1234,"Jean-pol FRANÇOIS ",36,36,36,0,2003-09-07,"Round 6 of the Belgium Cup 2003","Belgium"
1235,"Brigitte BANEGAS ",36,36,36,0,2009-09-16,"Nice Abyss Contest","France"
1236,"Andrea RICHICHI ",36,50,21,15,2013-02-09,"Andaman Freediving Competition","Italy"
1237,"Kousuke OKAMOTO ",36,43,28,8,2014-11-27,"Suunto Vertical Blue","Japan"
1238,"Kousuke OKAMOTO ",36,40,31,5,2015-09-11,"2015 AIDA Depth World Championships","Japan"
1239,"Ricardo DA GAMA BAHIA ",36,36,36,0,2006-09-09,"1st National Deep Apnea","Brazil"
1240,"Iru BALIC ",36,40,31,5,2014-05-25,"Caribbean Cup 2014","Venezuela"
1241,"Aleksandr JOVANOVIC ",36,36,36,0,2007-10-27,"4th AIDA Individual World Championship","Serbia"
1242,"Carolina SCHRAPPE ",36,36,36,0,2007-04-29,"CAFA & USAA cosponsored national with guests","Brazil"
1243,"Daan VERHOEVEN ",36,36,36,0,2006-07-29,"5th German National Championships","Netherlands"
1244,"Timothy MONEY ",36,36,36,0,2007-07-29,"SaltFree Double Dip","United Kingdom"
1245,"Dagmar ANDRES-BRÜMMER ",36,36,36,0,2014-06-28,"Apnoe Happening Tieftauchwettkampf","Germany"
1246,"Magda MILAS ",36,36,36,0,2009-07-03,"Rab Dive Off 2009","Croatia"
1247,"Yuri SHMATKO ",36,36,36,0,2007-10-27,"4th AIDA Individual World Championship","Russian Federation"
1248,"Andreas DIMITROU ",36,36,36,0,2007-07-15,"AIDA Hellas Summer Event 2007","Cyprus"
1249,"Tsukasa KIMURA ",36,36,36,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Japan"
1250,"Kaj TOIVOLA ",36,36,36,0,2010-06-14,"3rd Mediterranean Freediving Meeting","Finland"
1251,"Irina Veverka ",36,36,36,0,2010-09-26,"Triple Depth 2010","(""(Karina)"", ""(Russian Federation)"""
1252,"Alejandro GUEDEZ ",36,36,36,0,2010-09-26,"Triple Depth 2010","Venezuela"
1253,"Kazuo AOYAMA ",36,36,36,0,2010-10-11,"11th Manazuru Freediving Classic","Japan"
1254,"Konrad WOJNAR ",36,36,36,0,2009-07-27,"Crystal Clear Water Competition 2009","Poland"
1255,"Carla HANSON ",36,48,23,13,2009-12-03,"5th AIDA Individual World Championship 2009","United States"
1256,"Gregoire FOLLY ",36,36,36,0,2011-02-10,"Andaman AIDA Freediving Challenge 2011","Switzerland"
1257,"Rosibel MOLINA ",36,36,36,0,2010-05-11,"PFI Deja Blue 2010","Cuba"
1258,"Flavia EBERHARD ",36,35,35,0,2009-06-27,"Blue Hole No More","Brazil"
1259,"Daniel ROETTGERMANN ",36,36,36,0,2013-08-24,"Swiss Championship Lake","Germany"
1260,"Erki ENKVIST ",36,36,36,0,2013-08-01,"Swedish Championship in depth","Estonia"
1261,"Mihalis FILINIS ",36,36,36,0,2015-08-15,"Under Pressure 2015","Greece"
1262,"Hellen GARNER ",36,44,27,9,2007-09-07,"1st Annual Thermocline Free Dahab Invitational","South Africa"
1263,"Hanli PRINSLOO ",36,42,29,7,2010-09-26,"Triple Depth 2010","South Africa"
1264,"hyun jin KANG ",36,36,36,0,2013-04-25,"Russian National Open","Korea, Republic of"
1265,"Andrew Teoh KIM SENG ",36,36,36,0,2013-10-30,"One Breath Jamboree","Malaysia"
1266,"Kyung Yil LEE ",36,40,32,4,2014-07-20,"Freedive Panglao staff comp","Korea, Republic of"
1267,"Diego SAAVEDRA ",36,36,26,10,2015-05-23,"Caribbean Cup 2015","Chile"
1268,"Kathryn Nevatt ",36,36,36,0,2008-03-09,"Apnea@Altitude 08","New Zealand"
1269,"Gabriel Manne ",36,36,36,0,2013-08-01,"Swedish Championship in depth","Sweden"
1270,"Emmelie Alm ",36,36,36,0,2014-11-27,"Little Blue Hole Competition","Sweden"
1271,"Agata Bogusz ",36,36,36,0,2009-09-06,"Triple Depth 2009","Poland"
1272,"Adriana Buechner de Freitas Brandao ",36,36,36,0,2013-06-23,"FREEDIVE DAHAB / BLUE IMMERSION June minicomp","Brazil"
1273,"Sun Young KIM ",35,35,35,0,2016-11-02,"Blue Element 2016","Korea, Republic of"
1274,"Steve Whyte ",35,35,30,5,2016-11-13,"Australian Depth National Freediving Championship 2016","Australia"
1275,"Aristidis EFSTATHIOU ",35,35,0,0,2015-06-07,"9th Mediterranean World Cup","Germany"
1276,"Diego SAAVEDRA ",35,41,28,0,2016-06-04,"Nirvana Oceanquest Competition","Chile"
1277,"Daniel Hurst ",35,35,35,0,2016-11-13,"Australian Depth National Freediving Championship 2016","Australia"
1278,"Ícaro do Valle ",35,35,35,0,2016-06-04,"Nirvana Oceanquest Competition","Brazil"
1279,"Marcin Baranowski ",35,35,35,0,2016-08-17,"X Głębokościowe Mistrzostwa Polski we Freedivingu | X Polish Depth Championships","Poland"
1280,"Vit MATOUSEK ",35,35,35,0,2012-10-20,"TRIPLE DEPTH 2012","Czech Republic"
1281,"Mandy-Rae CRUICKSHANK ",35,35,35,0,2004-10-09,"CAFA Western Regional Competition","Canada"
1282,"Timo KINNUNEN ",35,35,35,0,2006-07-22,"Asikkala Deep Duathlon","Finland"
1283,"Karsten SCHNEIDER ",35,58,11,24,2009-09-16,"Nice Abyss Contest","Germany"
1284,"Tanya STREETER ",35,35,35,0,2003-07-19,"WR Attempt - STREETER Tanya (VWT,CNF)","United States"
1285,"Kars VAN KOUWEN ",35,35,35,0,2007-08-14,"Nordic Deep with Six Competitions in One","Netherlands"
1286,"Robert CETLER ",35,0,35,0,2010-08-01,"VII Polish Freediving Championship 2010","Poland"
1287,"Ashod PAPAZIAN ",35,35,35,0,2008-06-10,"Triple Depth 2008","Egypt"
1288,"Ashod PAPAZIAN ",35,35,35,0,2011-06-23,"Triple Depth 2011","Egypt"
1289,"Jonas KRAHN ",35,46,23,12,2007-08-14,"Nordic Deep with Six Competitions in One","Germany"
1290,"Evgeny BUTOV ",35,35,35,0,2006-06-04,"Triple Depth 2006","Russian Federation"
1291,"Sanne BUURMA ",35,35,35,0,2008-04-18,"Bizzy blue hole 2008","Netherlands"
1292,"David GARRIGUE ",35,35,35,0,2009-09-16,"Nice Abyss Contest","France"
1293,"Eero SORALAHTI ",35,35,35,0,2006-07-22,"Asikkala Deep Duathlon","Finland"
1294,"Argyris HALIMAS ",35,35,34,1,2006-07-09,"AIDA Hellas Depth Event","Greece"
1295,"Olga SURYKOVA ",35,35,35,0,2007-10-27,"4th AIDA Individual World Championship","Russian Federation"
1296,"Bettina WOLFER ",35,35,35,0,2007-10-27,"4th AIDA Individual World Championship","Switzerland"
1297,"Bettina WOLFER ",35,35,35,0,2008-08-16,"Summer Swiss Championship 2008","Switzerland"
1298,"Shigeki MORIYA ",35,35,35,0,2007-11-24,"Big Blue 2nd Official Competition","Japan"
1299,"Antonio DEL DUCA ",35,35,35,0,2013-10-05,"Deja Blue IV","Venezuela"
1300,"Carolina SCHRAPPE ",35,35,35,0,2008-04-21,"Liquification 2008","Brazil"
1301,"Clemens NEUMANN ",35,0,35,0,2009-05-23,"1st Hemmoor No-Fins only","Germany"
1302,"Dimitris CHATZIASLAN ",35,35,35,0,2006-07-09,"AIDA Hellas Depth Event","Greece"
1303,"Daan VERHOEVEN ",35,35,35,0,2008-04-18,"Bizzy blue hole 2008","Netherlands"
1304,"Robert KING ",35,35,35,0,2008-06-10,"Triple Depth 2008","United States"
1305,"Timothy MONEY ",35,35,35,0,2007-10-21,"Triple Depth","United Kingdom"
1306,"Anders LARSSON ",35,35,35,0,2007-08-14,"Nordic Deep with Six Competitions in One","Sweden"
1307,"Alon RIVKIND ",35,35,35,0,2009-09-06,"Triple Depth 2009","Israel"
1308,"Dagmar ANDRES-BRÜMMER ",35,38,31,4,2013-11-09,"Vertical Blue 2013","Germany"
1309,"Ilka MICHAELIS ",35,35,35,0,2011-05-16,"Down Under In The Red Sea","Germany"
1310,"Ilka MICHAELIS ",35,35,35,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Germany"
1311,"Adrian SUAREZ ",35,35,35,0,2009-08-28,"Campeonato Nacional de Profundidad 2009","Venezuela"
1312,"Sara CAMPBELL ",35,35,35,0,2007-07-29,"SaltFree Double Dip","United Kingdom"
1313,"Anna VON BOETTICHER ",35,35,35,0,2007-10-21,"Triple Depth","Germany"
1314,"Anna VON BOETTICHER ",35,0,35,0,2009-05-23,"1st Hemmoor No-Fins only","Germany"
1315,"Wendy TIMMERMANS ",35,35,35,0,2013-10-21,"Triple Depth","Netherlands"
1316,"Ben GUYAT ",35,35,35,0,2007-10-21,"Triple Depth","United Kingdom"
1317,"Seamus MURRAY ",35,35,35,0,2011-06-25,"Freedive Paradise I 2011","Australia"
1318,"Seamus MURRAY ",35,35,35,0,2011-06-25,"Freedive Paradise","Australia"
1319,"Seamus MURRAY ",35,35,35,0,2011-11-11,"Freedive Paradise","Australia"
1320,"David TRANFIELD ",35,35,35,0,2007-10-27,"4th AIDA Individual World Championship","United Kingdom"
1321,"David TRANFIELD ",35,35,35,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","United Kingdom"
1322,"Mads Becker JÃ˜RGENSEN ",35,63,6,28,2009-11-24,"Deans Blue Hole Rehearsal","Denmark"
1323,"Cristina KÜMMEL ",35,35,30,5,2010-06-14,"3rd Mediterranean Freediving Meeting","Denmark"
1324,"Jana OUJEZDSKA ",35,35,35,0,2010-04-29,"Bizzy Blue Hole 2010","Czech Republic"
1325,"Maria Teresa SOLOMONS ",35,35,35,0,2010-06-14,"3rd Mediterranean Freediving Meeting","United Kingdom"
1326,"Bjarte NYGARD ",35,35,35,0,2008-08-20,"Nordic Deep 2008","Norway"
1327,"Kazuo AOYAMA ",35,41,29,6,2013-07-06,"5th Ebisu Cup Mugen Freedibing competition 2013","Japan"
1328,"Carla HANSON ",35,35,35,0,2009-05-27,"PFI Cayman 2009","United States"
1329,"Pete BOTMAN ",35,35,35,0,2013-02-09,"Andaman Freediving Competition","Netherlands"
1330,"Ken KIRIYAMA ",35,42,27,8,2010-09-26,"Hellenic Freediving Championships 2010","Denmark"
1331,"Ninna KOFOD ",35,38,31,4,2011-09-15,"AIDA Individual Depth World Championship 2011","Denmark"
1332,"Rodolfo ROBATTI ",35,35,35,0,2015-05-25,"FreedivingWorld Competition","Switzerland"
1333,"Elisabeth MATTES ",35,35,35,0,2013-05-20,"Caribbean Cup 2013","Austria"
1334,"Oleg ISTYAGIN ",35,46,23,12,2013-04-25,"Russian National Open","Ukraine"
1335,"Antonio A. GARCIA ABILLEIRA ",35,35,35,0,2011-06-23,"Triple Depth 2011","Spain"
1336,"Timon SKORDOS ",35,35,35,0,2011-09-11,"AIDA Hellas Summer Apnea Games 2011","Greece"
1337,"Flavia EBERHARD ",35,40,29,6,2009-05-30,"Freedive Dahab Mini Comp 2009","Brazil"
1338,"Dena PARSA ",35,35,35,0,2014-08-27,"2014 Danish hampionships","Denmark"
1339,"gabriel TORRE ",35,35,35,0,2014-05-25,"Caribbean Cup 2014","Mexico"
1340,"Tatiana ZEMSKIKH ",35,35,35,0,2013-04-25,"Russian National Open","Russian Federation"
1341,"Kerry HOLLOWELL ",35,35,35,0,2013-10-05,"Deja Blue IV","United States"
1342,"Mihalis FILINIS ",35,35,35,0,2015-06-10,"8th Mediterranean World Cup","Greece"
1343,"Simon ELVMAKER ",35,35,30,5,2013-02-09,"Andaman Freediving Competition","Sweden"
1344,"Yuri KRAINOV ",35,35,35,0,2013-05-20,"Caribbean Cup 2013","United States"
1345,"Sofia Uribe GOMEZ ",35,35,35,0,2013-05-20,"Caribbean Cup 2013","Colombia"
1346,"Marina KAZANKOVA ",35,35,30,5,2014-05-25,"Caribbean Cup 2014","Russian Federation"
1347,"CLAIRE PARIS ",35,35,35,0,2013-10-05,"Deja Blue IV","United States"
1348,"JOHN HULLVERSON ",35,35,35,0,2013-10-05,"Deja Blue IV","United States"
1349,"Frida LEMUS ",35,35,35,0,2013-11-09,"Vertical Blue 2013","Mexico"
1350,"Martyn BROMLEY ",35,35,35,0,2015-06-17,"DEEPSEA CHALLENGE BONAIRE 2015","United Kingdom"
1351,"Bobby TWITCHELL ",35,35,35,0,2015-08-21,"Freedive Paradise 2015","United States"
1352,"Christopher KIM ",35,35,35,0,2015-08-27,"Australian Depth National Championship","Canada"
1353,"Gaetan LOISEAU ",35,35,35,0,2015-03-05,"Andaman Freediving challenge","France"
1354,"Hellen GARNER ",35,42,27,8,2007-09-07,"1st Annual Thermocline Free Dahab Invitational","South Africa"
1355,"Dongha KIM ",35,35,35,0,2012-10-20,"TRIPLE DEPTH 2012","Korea, Republic of"
1356,"Lyubomir STEFANOV ",35,35,35,0,2012-10-20,"TRIPLE DEPTH 2012","Bulgaria"
1357,"Martin ZAPANTA ",35,35,35,0,2014-09-11,"Freedive Panglao Depth Challenge","Philippines"
1358,"Stanley SRADAPUTTA ",35,35,35,0,2015-08-27,"Australian Depth National Championship","Indonesia"
1359,"Anqi LIM ",35,35,35,0,2015-08-28,"Freedive Panglao August Minicomp","Singapore"
1360,"Frank PERNETT ",35,35,35,0,2015-11-19,"COPA AIDA DELPHINUS","Colombia"
1361,"julian JANSEN VAN RENSBURG ",35,35,35,0,2015-08-23,"2015 AIDA EuroCup","United Kingdom"
1362,"Mohd Azam Abdul Hamid ",35,35,35,0,2013-02-09,"Andaman Freediving Competition","Malaysia"
1363,"Adriana Buechner de Freitas Brandao ",35,35,35,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
1364,"Adriana Buechner de Freitas Brandao ",35,35,35,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
1365,"Adriana Buechner de Freitas Brandao ",35,35,35,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
1366,"Adriana Buechner de Freitas Brandao ",35,35,35,0,2014-05-11,"Deja Blue V","Brazil"
1367,"Robert CETLER ",34,35,32,3,2016-08-17,"X Głębokościowe Mistrzostwa Polski we Freedivingu | X Polish Depth Championships","Poland"
1368,"Nicolas DRUINE ",34,34,34,0,2003-09-07,"Round 6 of the Belgium Cup 2003","Belgium"
1369,"Megumi MATSUMOTO ",34,34,34,0,2008-04-01,"Vertical Blue 2008","Japan"
1370,"Jesper STECHMANN ",34,56,11,23,2010-04-29,"Bizzy Blue Hole 2010","Denmark"
1371,"Marcus GREATWOOD ",34,34,34,0,2007-10-21,"Triple Depth","United Kingdom"
1372,"David MORGAN ",34,38,29,5,2007-07-29,"SaltFree Double Dip","United Kingdom"
1373,"Iru BALIC ",34,38,29,5,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Venezuela"
1374,"Iru BALIC ",34,40,27,7,2014-11-27,"Suunto Vertical Blue","Venezuela"
1375,"Aristides IOANNIDIS ",34,43,14,20,2006-09-09,"AIDA Hellas 2006 Summer Apnea Games","Greece"
1376,"Igor MIGUNOV ",34,0,34,0,2009-05-23,"1st Hemmoor No-Fins only","Russian Federation"
1377,"Dagmar ANDRES-BRÜMMER ",34,34,34,0,2013-11-09,"Vertical Blue 2013","Germany"
1378,"Giorgos SAKKAS ",34,47,20,14,2009-09-13,"AIDA Hellas Freediving Championship 2009","Greece"
1379,"Nobuaki MATSUHASHI ",34,34,34,0,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
1380,"Toru TAKENOUCHI ",34,34,34,0,2013-07-06,"5th Ebisu Cup Mugen Freedibing competition 2013","Japan"
1381,"Mike BENKE ",34,34,34,0,2012-05-27,"UK BFA Depth Championships","Hungary"
1382,"Stavros CHRISTOFILOPOULOS ",34,34,34,0,2010-09-05,"Sougia depth competition","Greece"
1383,"Simon BENNETT ",34,34,34,0,2011-04-17,"Vertical Blue 2011","Chile"
1384,"Christian FOETINGER ",34,34,34,0,2012-02-09,"Andaman 2012 Freediving Competition","Austria"
1385,"Tatiana ZEMSKIKH ",34,40,27,7,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Russian Federation"
1386,"Lewis JONES ",34,34,34,0,2013-11-30,"Greg Holland Jewellery Diamond Deep 2013","New Zealand"
1387,"Ryuta NAKANISHI ",34,34,34,0,2013-07-06,"5th Ebisu Cup Mugen Freedibing competition 2013","Japan"
1388,"Humberto SCANIO ",34,34,34,0,2015-05-11,"Deja Blue VI","Chile"
1389,"Sebastian LIRA ",34,53,14,20,2015-06-17,"DEEPSEA CHALLENGE BONAIRE 2015","Chile"
